source,price,price_per_meter,area,rooms,floor,market_type,furnished,description,date,url,title,street,neighbourhood,district,voivodeship
otodom,899000,18729,48.0,2.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pok-i-garaz-i-kom-lok-i-park-i-ostatnie-pietro-ID4wtT2,2 Pok I Garaż I Kom Lok I Park I Ostatnie Piętro,ul. Józefa Sowińskiego,Ulrychów,Wola,mazowieckie
otodom,,,37.49,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer M1.11 na 1. piętrze w Inwestycji Home Factory III Dewelopera Mostostal S. A.,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-loggia-bezposrednio-ID4ulsu,2-pokojowe mieszkanie 37m2 + loggia Bezpośrednio,ul. Aleksandra Kotsisa,Pelcowizna,Praga-Północ,mazowieckie
otodom,870000,18163,47.9,2.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/miejsce-parkingowe-w-cenie-teren-zamkniety-ID4szCA,Miejsce parkingowe w cenie ! / teren zamknięty,ul. Obrzeżna 12,Służew,Mokotów,mazowieckie
otodom,1890000,17966,105.2,3.0,4,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przestronny-apartament-przy-metrze-daszynskiego-ID4w8xV,Przestronny Apartament Przy Metrze Daszyńskiego,ul. Łucka,Mirów,Wola,mazowieckie
otodom,2599999,19125,135.95,5.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kamienica-ostatnie-pietro-swietliki-ID4wiXh,Kamienica / Ostatnie Piętro / Świetliki,ul. Rakowiecka,Stary Mokotów,Mokotów,mazowieckie
otodom,1099000,15847,69.35,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/pelna-infrastruktura-plus-duzo-zieleni-ID4t867,Pełna infrastruktura plus dużo zieleni!,Pelcowizna,Pelcowizna,Praga-Północ,mazowieckie
otodom,2475000,20975,118.0,4.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przestronny-apartament-118-m-ID4wrwR,Przestronny Apartament 118 M²,Jana Pohoskiego,Ksawerów,Mokotów,mazowieckie
otodom,425000,15729,27.02,2.0,4,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bielany-przy-metrze-ID4wy27,"Bielany, przy metrze !!!!",ul. Teodora Duracza,Słodowiec,Bielany,mazowieckie
otodom,630000,20455,30.8,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-blisko-stacji-metra-onz-ID4wyjx,2 Pokojowe Blisko Stacji Metra Onz,Mirów,Mirów,Wola,mazowieckie
otodom,899000,18729,48.0,2.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/hpr/pl/oferta/2-pok-i-garaz-i-kom-lok-i-park-i-ostatnie-pietro-ID4wtT2,2 Pok I Garaż I Kom Lok I Park I Ostatnie Piętro,ul. Józefa Sowińskiego,Ulrychów,Wola,mazowieckie
otodom,699000,18892,37.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-osobne-pokoje-37m2-sadyba-ul-korczynska-lux-ID4wx7b,"2 osobne pokoje,37m2,Sadyba,ul. Korczyńska/LUX",ul. Korczyńska,Sadyba,Mokotów,mazowieckie
otodom,1980000,25194,78.59,3.0,4,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/apartament-w-biznesowym-centrum-warszawy-ID4tJU8,Apartament W Biznesowym Centrum Warszawy,Czyste,Czyste,Wola,mazowieckie
otodom,1082628,32068,33.76,1.0,2,pierwotny,1,1-pokojowe mieszkenie numer B1.35 położone na 2.piętrze w inwestycji Chmielna Duo,2025-03-30,https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-b1-35-ID4nYBs,Chmielna Duo | mieszkanie 1-pok. | B1.35,ul. Chmielna,Mirów,Wola,mazowieckie
otodom,1845000,19592,94.17,3.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/azurowe-okiennice-ogrod-100m2-taras-40m2-ID4w7im,Ażurowe Okiennice | Ogród 100M2 | Taras 40M2,Stegny,Stegny,Mokotów,mazowieckie
otodom,835000,16835,49.6,3.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/taras-lazienki-warszawskie-okazja-ID4tpNx,Taras !/ Łazienki Warszawskie/ OKAZJA!,ul. Sielecka 26,Sielce,Mokotów,mazowieckie
otodom,1025481,17322,59.2,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer EA 0105 na 1. piętrze w budynku E w Inwestycji Spokojny Mokotów Dewelopera YIT Development,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-ID4ulTq,3-pokojowe mieszkanie 59m2 + balkon,Marzycieli,Siekierki,Mokotów,mazowieckie
otodom,555000,18500,30.0,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/rezerwacja-pl-hallera-30m2-do-wprowadzenia-ID4wH3K,"REZERWACJA, Pl. Hallera, 30m2, do wprowadzenia",ul. Jagiellońska 56,Nowa Praga,Praga-Północ,mazowieckie
otodom,809000,17978,45.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bezposrednio-sloneczny-apartament-park-skandynawia-ID4wrch,BEZPOŚREDNIO Słoneczny apartament Park Skandynawia,ul. Optyków,Gocław,Praga-Południe,mazowieckie
otodom,980000,17500,56.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/ul-izabelli-20-zoliborz-3pok-56m2-ID4wbvo,"Ul. Izabelli 20, ŻOLIBORZ - 3pok. - 56m2",ul. Izabelli,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,740000,14712,50.3,2.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/okazja-2-pok-do-zamieszkania-z-wyposazeniem-ID4pa9k,Okazja 2 Pok. Do Zamieszkania| Z Wyposażeniem,Okęcie,Okęcie,Włochy,mazowieckie
otodom,,,82.24,4.0,5,pierwotny,1,4-pokojowe mieszkanie numer M5_16 na 5. piętrze w Inwestycji Orzechowa Dewelopera GH Development,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-82m2-balkon-bezposrednio-ID4ui4i,4-pokojowe mieszkanie 82m2 + balkon Bezpośrednio,ul. Orzechowa,Raków,Włochy,mazowieckie
otodom,770000,13648,56.42,3.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojepark-olszynabielanypiwnicagaraz-16-24m-ID4woRI,"3 Pokoje*Park Olszyna*Bielany*Piwnica*Garaż 16,24M",ul. Gąbińska,Słodowiec,Bielany,mazowieckie
otodom,999000,15835,63.09,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/cicha-okolica-metro-lazurowa-zamkniete-osiedle-ID4uODf,Cicha Okolica / Metro Lazurowa / Zamknięte Osiedle,ul. gen. Meriana C. Coopera,Chrzanów,Bemowo,mazowieckie
otodom,995000,24875,40.0,2.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wola-ul-danuty-siedzikowny-4-ID4wHae,Mieszkanie Warszawa Wola ul. Danuty Siedzikówny 4,Danuty Siedzikówny 4,Koło,Wola,mazowieckie
otodom,1595000,20449,78.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/apartament-na-sprzedaz-78m2-ID4wkzJ,Apartament na sprzedaż 78m2,ul. abp. Józefa Teodorowicza,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,,,,,,,,,,https://www.otodom.pl/hpr/undefined,,,,,
otodom,599000,13050,45.9,2.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/funkcjonalne-i-przestronne-2-pok-targowek-ID4wogk,Funkcjonalne I Przestronne 2 Pok. - Targówek,ul. Kuflewska,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,1200000,19624,61.15,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-61-m-garaz-ID4wzbz,3-Pokojowe Mieszkanie na Bielanach – 61 m² + GARAŻ,ul. Wólczyńska 69b,Chomiczówka,Bielany,mazowieckie
otodom,773000,14986,51.58,2.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wilanow-bez-zgielku-i-korkow-ID4tL9R,Wilanów Bez Zgiełku I Korków,ul. Ruczaj,Powsinek,Wilanów,mazowieckie
otodom,889440,24000,37.06,1.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/starowka-200-m-park-fontann-parking-ID4wlEX,"Starówka - 200 m Park Fontann, parking",ul. Bugaj,Stare Miasto,Śródmieście,mazowieckie
otodom,399000,21000,19.0,1.0,7,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-nowej-inwestycji-2023-ID4wpte,Nowoczesna kawalerka w nowej inwestycji 2023,Wiktoryn,Raków,Włochy,mazowieckie
otodom,,,70.58,4.0,2,pierwotny,1,4-pokojowe mieszkanie numer M202 na 2. piętrze w Inwestycji Vista Wawer Dewelopera GH Development,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-70m2-balkon-bez-prowizji-ID4ujlf,4-pokojowe mieszkanie 70m2 + balkon Bez Prowizji,ul. Tytoniowa,Marysin Wawerski,Wawer,mazowieckie
otodom,718000,17276,41.56,2.0,,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowe-mieszkania-w-kameralnym-budynku-na-goclawku-ID4sSJ5,Nowe Mieszkania w kameralnym budynku na Gocławku,ul. Zapałczana 4,Gocławek,Praga-Południe,mazowieckie
otodom,2650000,28159,94.11,3.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-w-kamienicy-z-winda-ID4wF8F,Dwupoziomowe mieszkanie w kamienicy z windą,ul. Dobra,Powiśle,Śródmieście,mazowieckie
otodom,1379000,23788,57.97,3.0,6,pierwotny,1,3-pokojowe mieszkanie numer AA0608 na 6. piętrze w budynku 1 w Inwestycji NU2 Warszawa Wola Dewelopera Skanska,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-loggia-ID4uocw,3-pokojowe mieszkanie 57m2 + loggia,ul. Zwrotnicza,Czyste,Wola,mazowieckie
otodom,795000,15932,49.9,2.0,7,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/mieszkanie-o-powierzchni-rzeczywistej-59-9-m2-ID4q7NO,"Mieszkanie o powierzchni rzeczywistej 59,9 m2",ul. Żytnia,Młynów,Wola,mazowieckie
otodom,5090000,79531,64.0,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/luxury-1-bedroom-apartment-on-zlota-44-ID4w1ND,Luxury 1-bedroom apartment on Złota 44,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,860000,15926,54.0,4.0,,wtórny,1,,2025-03-28,https://www.otodom.pl/pl/oferta/4-pokoje-54m2-doskonale-na-wynajem-z-umowami-ID4wxog,4 pokoje 54m2 doskonałe na wynajem z umowami,ul. Marymoncka,Las Bielański,Bielany,mazowieckie
otodom,619000,11408,54.26,3.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokoje-targowek-doskonala-lokalizacja-ID4twcY,"3 Pokoje Targówek, Doskonała Lokalizacja.",ul. Poleska,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,580000,15856,36.58,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-jasne-pokoje-swietna-lokalizacja-muranow-ID4wmc9,2 Jasne Pokoje | Świetna Lokalizacja | Muranów,ul. Pawia,Nowolipki,Wola,mazowieckie
otodom,2618000,28000,93.5,4.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-z-niesamowitym-widokiem-ID4wpt8,Nowoczesny apartament z niesamowitym widokiem,ul. Marcina Kasprzaka,Czyste,Wola,mazowieckie
otodom,3900000,63934,61.0,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/apartament-na-zlotej-44-z-widokiem-na-pkin-ID4wFeX,Apartament na Złotej 44 z widokiem na PkiN,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,4050000,64082,63.2,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/spectacular-apartment-on-42nd-floor-on-zlota-44-ID4wFwj,Spectacular apartment on 42nd floor on Złota 44,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,809000,17978,45.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bezposrednio-sloneczny-apartament-park-skandynawia-ID4wrch,BEZPOŚREDNIO Słoneczny apartament Park Skandynawia,ul. Optyków,Gocław,Praga-Południe,mazowieckie
otodom,980000,17500,56.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/ul-izabelli-20-zoliborz-3pok-56m2-ID4wbvo,"Ul. Izabelli 20, ŻOLIBORZ - 3pok. - 56m2",ul. Izabelli,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,770000,13648,56.42,3.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojepark-olszynabielanypiwnicagaraz-16-24m-ID4woRI,"3 Pokoje*Park Olszyna*Bielany*Piwnica*Garaż 16,24M",ul. Gąbińska,Słodowiec,Bielany,mazowieckie
otodom,805000,23887,33.7,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/warszawa-wola-walicow-krochmalna-ID4wuLZ,"Warszawa, Wola, Waliców, Krochmalna",ul. Waliców 19,Mirów,Wola,mazowieckie
otodom,789000,12934,61.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-tarchomin-od-wlasciciela-bez-prowizji-ID4wx5V,3-pokojowe Tarchomin od właściciela bez prowizji,ul. Edwarda Wittiga 4,Tarchomin,Białołęka,mazowieckie
otodom,849000,16980,50.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-praga-poludnie-ID4tOzr,Mieszkanie na sprzedaż Praga - Południe,Grochów,Grochów,Praga-Południe,mazowieckie
otodom,680000,15596,43.6,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pok-swietna-lokalizacja-odnowiona-kamienica-ID4wfrX,2 pok | Świetna Lokalizacja | Odnowiona Kamienica,ul. Wolności,Nowolipki,Wola,mazowieckie
otodom,1999000,20461,97.7,3.0,8,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/srodmiescie-97-7m2-arkadia3pokojewidokciche-ID4u6l9,"Śródmieście 97,7M2* Arkadia*3Pokoje*Widok*Ciche",ul. Zygmunta Słomińskiego,Muranów,Śródmieście,mazowieckie
otodom,899900,18107,49.7,2.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wola-tower-komfort-i-wygoda-loggia-metro-ID4uu9g,"Wola Tower -komfort i wygoda, loggia, metro",ul. Radziwie,Młynów,Wola,mazowieckie
otodom,,,,,,,,,,https://www.otodom.pl/hpr/undefined,,,,,
otodom,,,35.93,2.0,4,pierwotny,1,2-pokojowe mieszkanie numer B-159 położone na 4. piętrze w inwestycji ŚwiatoVida,2025-03-30,https://www.otodom.pl/pl/oferta/swiatovida-mieszkanie-2-pok-b-159-ID4wGpD,ŚwiatoVida | mieszkanie 2-pok. | B-159,ul. Pałuków,Tarchomin,Białołęka,mazowieckie
otodom,600000,18530,32.38,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-ogrodkiem-ID4uQMU,Nowoczesna kawalerka z ogródkiem,ul. Szczęsna 7,Stare Włochy,Włochy,mazowieckie
otodom,68413113,13999,48.87,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-ogrodkiem-ID4uQAj,2-pokojowe mieszkanie z ogródkiem,ul. Sosnowiecka,Górce,Bemowo,mazowieckie
otodom,1390000,29892,46.5,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/mieszkanie-stare-miasto-obledny-widok-winda-ID4wx3N,Mieszkanie Stare Miasto obłędny widok ! Winda !,ul. Jana Kilińskiego 1,Stare Miasto,Śródmieście,mazowieckie
otodom,889440,24000,37.06,1.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/starowka-200-m-park-fontann-parking-ID4wlEX,"Starówka - 200 m Park Fontann, parking",ul. Bugaj,Stare Miasto,Śródmieście,mazowieckie
otodom,,,33.99,2.0,5,pierwotny,1,2-pokojowe mieszkanie numer B1/76 na 5. piętrze w Inwestycji Osiedle Bokserska II Dewelopera Spravia,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-balkon-ID4ulyn,2-pokojowe mieszkanie 33m2 + balkon,ul. Bokserska,Wyczółki,Ursynów,mazowieckie
otodom,399000,21000,19.0,1.0,7,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-nowej-inwestycji-2023-ID4wpte,Nowoczesna kawalerka w nowej inwestycji 2023,Wiktoryn,Raków,Włochy,mazowieckie
otodom,899900,18107,49.7,2.0,6,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wola-tower-komfort-i-wygoda-loggia-metro-ID4uu9g,"Wola Tower -komfort i wygoda, loggia, metro",ul. Radziwie,Młynów,Wola,mazowieckie
otodom,2650000,28159,94.11,3.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-w-kamienicy-z-winda-ID4wF8F,Dwupoziomowe mieszkanie w kamienicy z windą,ul. Dobra,Powiśle,Śródmieście,mazowieckie
otodom,750000,19670,38.13,2.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przytulne-m2-w-kamienicy-i-garderoba-i-2-balkony-ID4whlr,Przytulne M2 w kamienicy I garderoba I 2 balkony,ul. Mińska,Grochów,Praga-Południe,mazowieckie
otodom,5090000,79531,64.0,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/luxury-1-bedroom-apartment-on-zlota-44-ID4w1ND,Luxury 1-bedroom apartment on Złota 44,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,850000,16878,50.36,2.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pkoje-50-m2-z-duzym-balkonem-ID4wBq5,2 pkoje - 50 m2 - z dużym balkonem,ul. Bruzdowa,Zawady,Wilanów,mazowieckie
otodom,750000,25210,29.75,1.0,2,pierwotny,1,1-pokojowe mieszkanie numer AA0201 na 2. piętrze w budynku 1 w Inwestycji NU2 Warszawa Wola Dewelopera Skanska,2025-03-30,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4uodi,1-pokojowe mieszkanie 29m2 + balkon,ul. Zwrotnicza,Czyste,Wola,mazowieckie
otodom,740000,12034,61.49,3.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/58-5m2-3-pokoje-balkon-piwnica-tarchomin-ID4uBc9,"58,5m2, 3 pokoje, balkon, piwnica, Tarchomin!!!",ul. Śreniawitów,Tarchomin,Białołęka,mazowieckie
otodom,2618000,28000,93.5,4.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-z-niesamowitym-widokiem-ID4wpt8,Nowoczesny apartament z niesamowitym widokiem,ul. Marcina Kasprzaka,Czyste,Wola,mazowieckie
otodom,649000,16307,39.8,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/ul-jagielonska-76-zeran-40m2-2-pok-ID4wbtN,"ul. Jagielonska 76, Żerań, 40m2, 2 pok.",ul. Jagiellońska,Pelcowizna,Praga-Północ,mazowieckie
otodom,1129000,18475,61.11,4.0,8,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bez-prowizji-4-pokoje-61-11m-2016r-metro-ID4tntV,"!!!Bez Prowizji!! 4 Pokoje 61,11m² 2016r Metro",Bródno,Bródno,Targówek,mazowieckie
otodom,3900000,63934,61.0,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/apartament-na-zlotej-44-z-widokiem-na-pkin-ID4wFeX,Apartament na Złotej 44 z widokiem na PkiN,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,4050000,64082,63.2,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/spectacular-apartment-on-42nd-floor-on-zlota-44-ID4wFwj,Spectacular apartment on 42nd floor on Złota 44,ul. Złota,Śródmieście Północne,Śródmieście,mazowieckie
otodom,680000,15596,43.6,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pok-swietna-lokalizacja-odnowiona-kamienica-ID4wfrX,2 pok | Świetna Lokalizacja | Odnowiona Kamienica,ul. Wolności,Nowolipki,Wola,mazowieckie
otodom,,,43.81,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer 169 na 1. piętrze w budynku 3D w Inwestycji Miasteczko Nova Sfera Dewelopera Victoria Dom,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-loggia-ID4upah,2-pokojowe mieszkanie 43m2 + loggia,ul. Marywilska 19,Żerań,Białołęka,mazowieckie
otodom,600000,17143,35.0,1.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/idealnie-ergonomiczne-wyposazone-i-klimat-studio-ID4qVEz,"Idealnie ergonomiczne, wyposażone i klimat. studio",Brzeziny,Brzeziny,Białołęka,mazowieckie
otodom,,,,,,,,,,https://www.otodom.pl/hpr/undefined,,,,,
otodom,600000,18530,32.38,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-ogrodkiem-ID4uQMU,Nowoczesna kawalerka z ogródkiem,ul. Szczęsna 7,Stare Włochy,Włochy,mazowieckie
otodom,68413113,13999,48.87,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-ogrodkiem-ID4uQAj,2-pokojowe mieszkanie z ogródkiem,ul. Sosnowiecka,Górce,Bemowo,mazowieckie
otodom,1390000,29892,46.5,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/mieszkanie-stare-miasto-obledny-widok-winda-ID4wx3N,Mieszkanie Stare Miasto obłędny widok ! Winda !,ul. Jana Kilińskiego 1,Stare Miasto,Śródmieście,mazowieckie
otodom,599999,14009,42.83,2.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pok-43m3-stare-wlochy-duzy-balkon-narozne-ID4ws0z,"2 pok. 43m3, Stare Włochy, duży balkon, narożne",Stare Włochy,Stare Włochy,Włochy,mazowieckie
otodom,,,41.01,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer A-53 położone na 1. piętrze w inwestycji ŚwiatoVida,2025-03-30,https://www.otodom.pl/pl/oferta/swiatovida-mieszkanie-2-pok-a-53-ID4wGp1,ŚwiatoVida | mieszkanie 2-pok. | A-53,ul. Pałuków,Tarchomin,Białołęka,mazowieckie
otodom,800000,16667,48.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-ID4wHsl,Sprzedam mieszkanie 2 pokojowe,ul. Związku Walki Młodych,Ursynów Północny,Ursynów,mazowieckie
otodom,1349999,15976,84.5,4.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/4-pok-mokotow-cypryjska-garaz-komorka-ID4sXrx,"4 pok. Mokotów Cypryjska, garaż, komórka",ul. Cypryjska,Stegny,Mokotów,mazowieckie
otodom,779999,23730,32.87,1.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawalerka-i-32m-i-holm-house-i-swietna-lokalizacja-ID4wcDw,Kawalerka I 32m I Holm house I świetna lokalizacja,ul. Mariana Zdziechowskiego,Ksawerów,Mokotów,mazowieckie
