source,price,price_per_meter,area,rooms,floor,market_type,furnished,description,date,url,title,street,neighbourhood,district,voivodeship
otodom,579000,11468,50.49,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer 17 na 1. piętrze w Inwestycji Apartamenty Przyjaciół Dewelopera Novisa Development,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-loggia-bez-prowizji-ID4ulRy,3-pokojowe mieszkanie 50m2 + loggia Bez Prowizji,ul. Inna,Szamocin,Białołęka,mazowieckie
otodom,1200000,23631,50.78,2.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/eleganckie-2-pokoje-blisko-centrum-ID4wwLK,"Eleganckie 2 Pokoje, Blisko Centrum",ul. Marcina Kasprzaka,Odolany,Wola,mazowieckie
otodom,608092,13400,45.38,2.0,2,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2pok45-38mkwobok-kampinosunowe-do-odbioru-ID4wEmy,2pok*45.38mkw*obok Kampinosu*nowe do odbioru,ul. Loteryjki,Wólka Węglowa,Bielany,mazowieckie
otodom,714978,12543,57.0,3.0,1,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokoje-57m2-okazjapromocja-eco-berensona-ID4wmHU,3 pokoje 57m2- Okazja***Promocja ECO Berensona,ul. Leona Berensona 131,Grodzisk,Białołęka,mazowieckie
otodom,1098720,10500,104.64,4.0,1,pierwotny,1,4-pokojowe mieszkanie numer 7B na 1. piętrze w Inwestycji Białołęcka 327 Dewelopera MH Construction,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-104m2-balkon-ID4w7Bc,4-pokojowe mieszkanie 104m2 + balkon,ul. Białołęcka,Brzeziny,Białołęka,mazowieckie
otodom,,,41.86,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer M107 na 1. piętrze w Inwestycji Vista Wawer Dewelopera GH Development,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-ID4ujiz,2-pokojowe mieszkanie 41m2 + balkon,ul. Tytoniowa,Marysin Wawerski,Wawer,mazowieckie
otodom,990000,26330,37.6,2.0,> 10,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/mieszkanie-z-niesamowitym-widokiem-pl-bankowy-ID4uEE4,Mieszkanie z niesamowitym widokiem pl. Bankowy,ul. Bielańska,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,750000,25210,29.75,1.0,2,pierwotny,1,1-pokojowe mieszkanie numer AA0201 na 2. piętrze w budynku 1 w Inwestycji NU2 Warszawa Wola Dewelopera Skanska,2025-03-30,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4uodi,1-pokojowe mieszkanie 29m2 + balkon,ul. Zwrotnicza,Czyste,Wola,mazowieckie
otodom,740000,12034,61.49,3.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/58-5m2-3-pokoje-balkon-piwnica-tarchomin-ID4uBc9,"58,5m2, 3 pokoje, balkon, piwnica, Tarchomin!!!",ul. Śreniawitów,Tarchomin,Białołęka,mazowieckie
otodom,649000,16307,39.8,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/ul-jagielonska-76-zeran-40m2-2-pok-ID4wbtN,"ul. Jagielonska 76, Żerań, 40m2, 2 pok.",ul. Jagiellońska,Pelcowizna,Praga-Północ,mazowieckie
otodom,1129000,18475,61.11,4.0,8,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bez-prowizji-4-pokoje-61-11m-2016r-metro-ID4tntV,"!!!Bez Prowizji!! 4 Pokoje 61,11m² 2016r Metro",Bródno,Bródno,Targówek,mazowieckie
otodom,1610000,20125,80.0,3.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/apartament-3-pokoje-taras-cybernetyki-bezposrednio-ID4wtfZ,Apartament 3 pokoje Taras Cybernetyki Bezpośrednio,ul. Cybernetyki,Służewiec,Mokotów,mazowieckie
otodom,749999,14069,53.31,3.0,4,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/3pokojowe-mieszkanie-53-m-duzy-balkon-mokotow-ID4wjT8,"3pokojowe mieszkanie, 53 m², duży balkon – Mokotów",ul. Zygmunta Modzelewskiego,Służew,Mokotów,mazowieckie
otodom,1024000,14282,71.7,3.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sliczny-3-pokojowy-apartament-na-skoroszach-ID4wr46,"Śliczny, 3 Pokojowy Apartament Na Skoroszach",ul. Skoroszewska,Skorosze,Ursus,mazowieckie
otodom,599999,14009,42.83,2.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pok-43m3-stare-wlochy-duzy-balkon-narozne-ID4ws0z,"2 pok. 43m3, Stare Włochy, duży balkon, narożne",Stare Włochy,Stare Włochy,Włochy,mazowieckie
otodom,1120000,21132,53.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/okazja-drawska-53m-przy-parku-2-pok-taras-garaz-ID4wHrw,Okazja! Drawska 53m Przy Parku 2 Pok. Taras Garaż,ul. Drawska 27,Szczęśliwice,Ochota,mazowieckie
otodom,,,41.01,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer A-53 położone na 1. piętrze w inwestycji ŚwiatoVida,2025-03-30,https://www.otodom.pl/pl/oferta/swiatovida-mieszkanie-2-pok-a-53-ID4wGp1,ŚwiatoVida | mieszkanie 2-pok. | A-53,ul. Pałuków,Tarchomin,Białołęka,mazowieckie
otodom,800000,16667,48.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-ID4wHsl,Sprzedam mieszkanie 2 pokojowe,ul. Związku Walki Młodych,Ursynów Północny,Ursynów,mazowieckie
otodom,608092,13400,45.38,2.0,2,pierwotny,1,,2025-03-30,https://www.otodom.pl/hpr/pl/oferta/2pok45-38mkwobok-kampinosunowe-do-odbioru-ID4wEmy,2pok*45.38mkw*obok Kampinosu*nowe do odbioru,ul. Loteryjki,Wólka Węglowa,Bielany,mazowieckie
otodom,779999,23730,32.87,1.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawalerka-i-32m-i-holm-house-i-swietna-lokalizacja-ID4wcDw,Kawalerka I 32m I Holm house I świetna lokalizacja,ul. Mariana Zdziechowskiego,Ksawerów,Mokotów,mazowieckie
otodom,999000,12808,78.0,3.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/rodzinne-mieszkanie-78-m-garaz-ID4uG7z,⭐RODZINNE mieszkanie – 78 M² + GARAŻ !!!⭐,ul. Ryżowa,Skorosze,Ursus,mazowieckie
otodom,599000,12909,46.4,2.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-przy-metrze-od-zaraz-targowek-ID4wHro,2 Pokoje Przy Metrze Od Zaraz| Targówek,ul. Aleksandra Kowalskiego,Bródno-Podgrodzie,Targówek,mazowieckie
otodom,534600,18660,28.65,1.0,0,pierwotny,1,1-pokojowe mieszkanie numer BA0005 na parterze w Inwestycji Stilla Dewelopera Skanska,2025-03-30,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-ogrodek-bezposrednio-ID4umD0,1-pokojowe mieszkanie 28m2 + ogródek Bezpośrednio,ul. Fajansowa,Raków,Włochy,mazowieckie
otodom,1045000,18969,55.09,2.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/ladne-2-pokoje-z-duzym-tarasem-super-lokalizaja-ID4wi6r,"Ładne 2 pokoje z dużym tarasem, SUPER LOKALIZAJA",ul. Kłobucka,Wyczółki,Ursynów,mazowieckie
otodom,608092,13400,45.38,2.0,2,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2pok45-38mkwobok-kampinosunowe-do-odbioru-ID4wEmy,2pok*45.38mkw*obok Kampinosu*nowe do odbioru,ul. Loteryjki,Wólka Węglowa,Bielany,mazowieckie
otodom,1500000,29308,51.18,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przy-parku-z-tarasem-od-poludnia-3-m-wysokosci-ID4w2aM,"Przy Parku, Z Tarasem Od Południa, 3 M Wysokości",ul. Piaseczyńska,Sielce,Mokotów,mazowieckie
otodom,1098720,10500,104.64,4.0,1,pierwotny,1,4-pokojowe mieszkanie numer 7B na 1. piętrze w Inwestycji Białołęcka 327 Dewelopera MH Construction,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-104m2-balkon-ID4w7Bc,4-pokojowe mieszkanie 104m2 + balkon,ul. Białołęcka,Brzeziny,Białołęka,mazowieckie
otodom,1289000,22614,57.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-do-zamieszkania-od-zaraz-ID4utJ6,Wyjątkowe mieszkanie - do zamieszkania od zaraz!,ul. Batalionów Chłopskich,Blizne Łaszczyńskiego,Stare Babice,warszawski zachodni
otodom,1143000,17865,63.98,3.0,2,pierwotny,1,3-pokojowe mieszkanie numer C.02.01 na 2. piętrze w Inwestycji Sokratesa 11A Dewelopera Matexi Polska,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bez-prowizji-ID4uokt,3-pokojowe mieszkanie 63m2 + balkon Bez Prowizji,ul. Sokratesa,Wawrzyszew,Bielany,mazowieckie
otodom,1470000,21000,70.0,3.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawa-na-tarasie-na-jana-kazimierza-wola-prestige-ID4uDFS,Kawa na tarasie na Jana Kazimierza Wola Prestige,ul. Jana Kazimierza 64,Odolany,Wola,mazowieckie
otodom,866379,16050,53.98,2.0,,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wykonczone-2-pok-53m2-z-oddzielna-kuchnia-i-loggia-ID4wHrg,Wykończone 2 pok.53m2 z oddzielną kuchnią i loggią,Elsnerów,Elsnerów,Targówek,mazowieckie
otodom,620000,17614,35.2,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-poblizu-metra-ID4wrb9,Atrakcyjna kawalerka w pobliżu metra,Górce,Górce,Bemowo,mazowieckie
otodom,1280000,36984,34.61,1.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowa-okazja-kawalerka-34-m2-na-kruczej-ID4wHru,Wyjątkowa okazja kawalerka 34 m2 na Kruczej,ul. Krucza,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,740000,8277,89.4,3.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/rewelacyjna-oferta-osiedle-zamkniete-2005r-ID4wzHS,"Rewelacyjna Oferta, Osiedle Zamknięte, 2005R",ul. Wyspowa,Zacisze,Targówek,mazowieckie
otodom,,,97.52,4.0,2,pierwotny,1,4-pokojowe mieszkanie numer AB0206 na 2. piętrze w Inwestycji Osiedle Lumea 6 Dewelopera Bouygues Immobilier Polska,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-97m2-balkon-ID4uin5,4-pokojowe mieszkanie 97m2 + balkon,ul. Szeligowska,Chrzanów,Bemowo,mazowieckie
otodom,849000,10747,79.0,3.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprawdztrzy-pokoje-oddzielne-wc-duzy-balkon-ID4uHRZ,✅Sprawdź>>>trzy pokoje/oddzielne WC/duży balkon✅,ul. Pasłęcka,Nowodwory,Białołęka,mazowieckie
otodom,795000,15680,50.7,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-garaz-piwnica-bemowo-gorce-ID4uyXe,"2 oddzielne pokoje, garaż, piwnica, Bemowo - Górce",ul. Marynin,Górce,Bemowo,mazowieckie
otodom,1390000,15079,92.18,4.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/segment-4-pokoje-garaz-pokoj-zimowy-i-ogrod-ID4w8oL,"Segment - 4 pokoje, garaż, pokój zimowy i ogród",ul. Morawska,Zerzeń,Wawer,mazowieckie
otodom,747000,14940,50.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowe-po-remoncie-nowe-wyposazenie-metro-ID4wbr3,"Wyjątkowe, po remoncie, nowe wyposażenie, metro",Zacisze,Zacisze,Targówek,mazowieckie
otodom,815000,20375,40.0,2.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-z-duza-loggia-w-kamienicy-do-wejscia-ID4wu6l,"2 Pokoje Z Dużą Loggia W Kamienicy, Do Wejścia",ul. Nowolipki,Nowolipki,Wola,mazowieckie
otodom,1024000,14282,71.7,3.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sliczny-3-pokojowy-apartament-na-skoroszach-ID4wr46,"Śliczny, 3 Pokojowy Apartament Na Skoroszach",ul. Skoroszewska,Skorosze,Ursus,mazowieckie
otodom,1074000,24977,43.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/ul-zlota-w-srodmiesciu-po-generalnym-remoncie-ID4wH8L,"ul. Złota w Śródmieściu, po generalnym remoncie",Mirów,Mirów,Wola,mazowieckie
otodom,1120000,21132,53.0,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/okazja-drawska-53m-przy-parku-2-pok-taras-garaz-ID4wHrw,Okazja! Drawska 53m Przy Parku 2 Pok. Taras Garaż,ul. Drawska 27,Szczęśliwice,Ochota,mazowieckie
otodom,589000,14193,41.5,2.0,9,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprawdzbielany-dwa-oddzielne-pokoje-ID4wtyX,✅Sprawdź>>>Bielany - dwa oddzielne pokoje✅,ul. Lwa Tołstoja,Wawrzyszew,Bielany,mazowieckie
otodom,999000,12808,78.0,3.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/rodzinne-mieszkanie-78-m-garaz-ID4uG7z,⭐RODZINNE mieszkanie – 78 M² + GARAŻ !!!⭐,ul. Ryżowa,Skorosze,Ursus,mazowieckie
otodom,599000,12909,46.4,2.0,5,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-przy-metrze-od-zaraz-targowek-ID4wHro,2 Pokoje Przy Metrze Od Zaraz| Targówek,ul. Aleksandra Kowalskiego,Bródno-Podgrodzie,Targówek,mazowieckie
otodom,2475000,20975,118.0,4.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przestronny-apartament-118-m-ID4wrwR,Przestronny Apartament 118 M²,Jana Pohoskiego,Ksawerów,Mokotów,mazowieckie
otodom,866379,16050,53.98,2.0,,pierwotny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wykonczone-2-pok-53m2-z-oddzielna-kuchnia-i-loggia-ID4wHrg,Wykończone 2 pok.53m2 z oddzielną kuchnią i loggią,Elsnerów,Elsnerów,Targówek,mazowieckie
otodom,1470000,21000,70.0,3.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawa-na-tarasie-na-jana-kazimierza-wola-prestige-ID4uDFS,Kawa na tarasie na Jana Kazimierza Wola Prestige,ul. Jana Kazimierza 64,Odolany,Wola,mazowieckie
otodom,850000,16878,50.36,2.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pkoje-50-m2-z-duzym-balkonem-ID4wBq5,2 pkoje - 50 m2 - z dużym balkonem,ul. Bruzdowa,Zawady,Wilanów,mazowieckie
otodom,620000,17614,35.2,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-poblizu-metra-ID4wrb9,Atrakcyjna kawalerka w pobliżu metra,Górce,Górce,Bemowo,mazowieckie
otodom,1280000,36984,34.61,1.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowa-okazja-kawalerka-34-m2-na-kruczej-ID4wHru,Wyjątkowa okazja kawalerka 34 m2 na Kruczej,ul. Krucza,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,815000,20375,40.0,2.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/hpr/pl/oferta/2-pokoje-z-duza-loggia-w-kamienicy-do-wejscia-ID4wu6l,"2 Pokoje Z Dużą Loggia W Kamienicy, Do Wejścia",ul. Nowolipki,Nowolipki,Wola,mazowieckie
otodom,849000,10747,79.0,3.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprawdztrzy-pokoje-oddzielne-wc-duzy-balkon-ID4uHRZ,✅Sprawdź>>>trzy pokoje/oddzielne WC/duży balkon✅,ul. Pasłęcka,Nowodwory,Białołęka,mazowieckie
otodom,795000,15680,50.7,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-garaz-piwnica-bemowo-gorce-ID4uyXe,"2 oddzielne pokoje, garaż, piwnica, Bemowo - Górce",ul. Marynin,Górce,Bemowo,mazowieckie
otodom,,,57.6,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer 2 na 1. piętrze w budynku 1 w Inwestycji Neo Nova Ochota Dewelopera Victoria Dom,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bezposrednio-ID4up3v,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,ul. Łopuszańska,Raków,Włochy,mazowieckie
otodom,1390000,15079,92.18,4.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/segment-4-pokoje-garaz-pokoj-zimowy-i-ogrod-ID4w8oL,"Segment - 4 pokoje, garaż, pokój zimowy i ogród",ul. Morawska,Zerzeń,Wawer,mazowieckie
otodom,747000,14940,50.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowe-po-remoncie-nowe-wyposazenie-metro-ID4wbr3,"Wyjątkowe, po remoncie, nowe wyposażenie, metro",Zacisze,Zacisze,Targówek,mazowieckie
otodom,815000,20375,40.0,2.0,2,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-z-duza-loggia-w-kamienicy-do-wejscia-ID4wu6l,"2 Pokoje Z Dużą Loggia W Kamienicy, Do Wejścia",ul. Nowolipki,Nowolipki,Wola,mazowieckie
otodom,1740000,22510,77.3,3.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/osiedle-saska-apartament-3-lub-4-pokoje-prywatnie-ID4wxHy,OSIEDLE SASKA Apartament 3 lub 4 pokoje PRYWATNIE,ul. gen. Tadeusza Bora-Komorowskiego 56,Gocław,Praga-Południe,mazowieckie
otodom,620000,16316,38.0,2.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-po-generanym-remoncie-ID4wHqX,2 pokoje/oddzielna kuchnia/po generanym remoncie/,al. Aleja Jerzego Waszyngtona,Saska Kępa,Praga-Południe,mazowieckie
otodom,499000,18413,27.1,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bezposr-kawalarka-27m-ul-solidarnosci-zelazna-ID4wraw,bezpośr. kawalarka 27m ul.Solidarności / Żelazna,"al. Aleja ""Solidarności"" 159",Ulrychów,Wola,mazowieckie
otodom,,,,,,,,,,https://www.otodom.pl/hpr/undefined,,,,,
otodom,549000,16147,34.0,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawalerka-z-potencjalem-praga-poludnie-ID4wHqe,Kawalerka z potencjałem Praga-Południe,ul. Komorska,Gocławek,Praga-Południe,mazowieckie
otodom,595000,14875,40.0,2.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-miejsce-postojowe-naziemne-40m2-ID4t3nz,2 Pokoje | Miejsce Postojowe Naziemne | 40M2,ul. Kawcza,Gocławek,Praga-Południe,mazowieckie
otodom,495000,19024,26.02,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyremontowane-wyjatkowa-kawalerka-na-bialolece-ID4tpov,WYREMONTOWANE - Wyjątkowa kawalerka na Białołece,ul. Marywilska,Żerań,Białołęka,mazowieckie
otodom,589000,14193,41.5,2.0,9,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprawdzbielany-dwa-oddzielne-pokoje-ID4wtyX,✅Sprawdź>>>Bielany - dwa oddzielne pokoje✅,ul. Lwa Tołstoja,Wawrzyszew,Bielany,mazowieckie
otodom,499900,25518,19.59,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-idealna-na-wynajem-ID4w4KW,# KAWALERKA w Kamienicy # IDEALNA NA WYNAJEM #,Śródmieście Południowe,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,695000,26079,26.65,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyjatkowa-kawalerka-na-bielanach-ID4tWtS,Wyjątkowa kawalerka na Bielanach,ul. Sokratesa 11a,Huta,Bielany,mazowieckie
otodom,620000,16316,38.0,2.0,3,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-po-generanym-remoncie-ID4wHqX,2 pokoje/oddzielna kuchnia/po generanym remoncie/,al. Aleja Jerzego Waszyngtona,Saska Kępa,Praga-Południe,mazowieckie
otodom,550000,14323,38.4,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-38-m-wawer-falenica-2-pokoe-ID4wvyT,Sprzedam mieszkanie 38 m Wawer Falenica 2 pokoe,ul. Popradzka,Falenica,Wawer,mazowieckie
otodom,600000,15000,40.0,2.0,,wtórny,1,,2025-03-29,https://www.otodom.pl/pl/oferta/besposrednio-jasne-2-pokojowe-z-garazem-skorosze-ID4wGJT,"Bespośrednio, jasne 2-pokojowe z garażem, Skorosze",Skorosze,Skorosze,Ursus,mazowieckie
otodom,799000,6914,115.56,5.0,,pierwotny,1,,2025-03-28,https://www.otodom.pl/pl/oferta/segment-115m2-swietna-lokalizacja-450m-do-skm-ID4wxq1,Segment 115m2. Świetna lokalizacja-450m do SKM,Groszówka,Groszówka,Wesoła,mazowieckie
otodom,549000,16147,34.0,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kawalerka-z-potencjalem-praga-poludnie-ID4wHqe,Kawalerka z potencjałem Praga-Południe,ul. Komorska,Gocławek,Praga-Południe,mazowieckie
otodom,495000,19024,26.02,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/wyremontowane-wyjatkowa-kawalerka-na-bialolece-ID4tpov,WYREMONTOWANE - Wyjątkowa kawalerka na Białołece,ul. Marywilska,Żerań,Białołęka,mazowieckie
otodom,667440,18000,37.08,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-os-kuchnia-przy-metrze-ID4wr9Y,"bezposrednio 2 pokoje, os kuchnia, przy metrze",ul. Kajetana Garbińskiego 3,Ulrychów,Wola,mazowieckie
otodom,1690000,23472,72.0,3.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/kabaty-3-pokoje-bezposrednio-wysoki-standard-ID4wHqV,Kabaty - 3 pokoje - bezpośrednio - wysoki standard,ul. Kazimierza Jeżewskiego,Kabaty,Ursynów,mazowieckie
otodom,1440000,19541,73.69,3.0,4,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/sprzedaz-z-opcja-wynajecia-juz-dzisiaj-ID4pGKo,Sprzedaż Z Opcja Wynajęcia Już Dzisiaj,ul. Śródziemnomorska,Stegny,Mokotów,mazowieckie
otodom,1390000,14479,96.0,4.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/przestronne-dwupoziomowe-mieszkanie-bezposrednio-ID4wkTC,"Przestronne, dwupoziomowe mieszkanie-bezpośrednio!",ul. Trzcinowa,Nowe Włochy,Włochy,mazowieckie
otodom,495000,19024,26.02,1.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/hpr/pl/oferta/wyremontowane-wyjatkowa-kawalerka-na-bialolece-ID4tpov,WYREMONTOWANE - Wyjątkowa kawalerka na Białołece,ul. Marywilska,Żerań,Białołęka,mazowieckie
otodom,863730,10500,82.26,4.0,,pierwotny,1,4-pokojowe mieszkanie numer 26 na 2. piętrze w Inwestycji Jeziorowa House Dewelopera Jeziorowa House,2025-03-30,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-82m2-balkon-bezposrednio-ID4u9Ah,4-pokojowe mieszkanie 82m2 + balkon Bezpośrednio,ul. Jeziorowa,Zerzeń,Wawer,mazowieckie
otodom,,,65.19,3.0,5,pierwotny,1,3-pokojowe mieszkanie numer 36 na 5. piętrze w Inwestycji Apartamenty Nowy Marysin V Dewelopera APM Development,2025-03-30,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4ull7,3-pokojowe mieszkanie 65m2 + balkon,ul. Goździków,Marysin Wawerski,Wawer,mazowieckie
otodom,,,41.84,2.0,3,pierwotny,1,2-pokojowe mieszkanie numer 138 na 3. piętrze w budynku 3C w Inwestycji Miasteczko Nova Sfera Dewelopera Victoria Dom,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-loggia-bez-prowizji-ID4upa9,2-pokojowe mieszkanie 41m2 + loggia Bez Prowizji,ul. Marywilska 19,Żerań,Białołęka,mazowieckie
otodom,765000,21133,36.2,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-100-metrow-od-metra-stoklosy-ID4wHq8,Na sprzedaż Kawalerka 100 metrów od metra Stokłosy,ul. Stanisława Herbsta,Ursynów Północny,Ursynów,mazowieckie
otodom,999819,23333,42.85,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/zoliborz-artystyczny-bez-posrednika-garaz-loggia-ID4wqUz,Żoliborz Artystyczny bez pośrednika garaż loggia,ul. Powązkowska 42,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,741000,19989,37.07,2.0,0,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/meksykanska-2-pokoje-ID4wfSG,Meksykańska - 2 pokoje,ul. Meksykańska,Saska Kępa,Praga-Południe,mazowieckie
otodom,1446000,30000,48.2,2.0,1,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/narbutta-kamienica-ID4wlwV,Narbutta - kamienica,ul. Ludwika Narbutta,Stary Mokotów,Mokotów,mazowieckie
otodom,750000,14626,51.28,2.0,,wtórny,1,,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-koneserze-ID4wF22,2-pokojowe mieszkanie przy Koneserze,ul. Nieporęcka,Szmulowizna,Praga-Północ,mazowieckie
otodom,,,36.0,2.0,4,pierwotny,1,2-pokojowe mieszkanie numer 89 na 4. piętrze w Inwestycji Comfort City - Koral Dewelopera BARC Warszawa,2025-03-30,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4uC6U,2-pokojowe mieszkanie 36m2 + balkon Bez Prowizji,ul. Winorośli,Nowodwory,Białołęka,mazowieckie
