source,price,price_per_meter,area,rooms,floor,market_type,furnished,description,date,url,title,street,neighbourhood,district,voivodeship
otodom,968000,17983,53.83,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-z-ogrodkiem-blisko-metro-trocka-700-m-ID4tXdT,3 Pokoje Z Ogródkiem | Blisko Metro Trocka 700 M,ul. Samarytanka,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,869700,16106,54.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-z-tarasem-bez-prowizji-ID4ubul,Mieszkanie 3 pokoje. Z tarasem. Bez Prowizji.,ul. Bruzdowa,Zawady,Wilanów,mazowieckie
otodom,1049000,15587,67.3,2.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-tarasem-woronicza-park-ID4qTpZ,Przestronne Mieszkanie Z Tarasem Woronicza Park,ul. Jana Pawła Woronicza,Wyględów,Mokotów,mazowieckie
otodom,990000,20625,48.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/okazja-2-3pokoje-w-kamienicy-w-centrum-ID4wqQR,Okazja! 2-3pokoje w kamienicy w Centrum!,ul. gen. Władysława Andersa,Muranów,Śródmieście,mazowieckie
otodom,756000,16989,44.5,2.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-mokotowie-blisko-metra-ID4w9GG,"2-pokojowe mieszkanie na Mokotowie, blisko metra",ul. Jarosława Dąbrowskiego,Stary Mokotów,Mokotów,mazowieckie
otodom,736900,20101,36.66,2.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2-pok-swietna-lokalizacja-loggia-36-66-m2-ID4ukTW,"2 Pok | Świetna Lokalizacja | Loggia | 36,66 M2",ul. Marii Rodziewiczówny,Gocławek,Praga-Południe,mazowieckie
otodom,4100000,22929,178.81,5.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/wilanow-apartament-z-duzym-ogrodem-ID4tEmH,"Wilanów, apartament z dużym ogrodem",ul. Królewicza Jakuba,Wilanów Niski,Wilanów,mazowieckie
otodom,895000,14094,63.5,4.0,10,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-mokotow-stegny-ID4uSeP,"3 pokoje, Mokotów, Stegny",Stegny,Stegny,Mokotów,mazowieckie
otodom,,,,,,,,,,https://www.otodom.pl/hpr/undefined,,,,,
otodom,1289000,16255,79.3,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kamienica-na-piekne-b-i-u-r-o-ID4wuO0,Kamienica Na Piękne B I U R O,ul. Jaworzyńska,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,,,109.97,4.0,5,pierwotny,1,4-pokojowe mieszkanie numer AA0504 na 5. piętrze w Inwestycji Osiedle Lumea 6 Dewelopera Bouygues Immobilier Polska,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-109m2-2-balkony-ID4uioi,4-pokojowe mieszkanie 109m2 + 2 balkony,ul. Szeligowska,Chrzanów,Bemowo,mazowieckie
otodom,1289900,16266,79.3,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kamienica-na-piekne-mieszkanie-ID4wuO1,Kamienica Na Piękne Mieszkanie,ul. Jaworzyńska,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,805000,18686,43.08,2.0,5,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowe-do-wejscia-43m2-w-ursusie-ID4u74i,"Nowe, Do Wejscia, 43M2 W Ursusie","Kompanii AK ""Goplana""",Szamoty,Ursus,mazowieckie
otodom,805000,18686,43.08,2.0,5,wtórny,1,,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/nowe-do-wejscia-43m2-w-ursusie-ID4u74i,"Nowe, Do Wejscia, 43M2 W Ursusie","Kompanii AK ""Goplana""",Szamoty,Ursus,mazowieckie
otodom,1099000,14888,73.82,3.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-z-antresola-ID4wrL6,Trzypokojowy Apartament Z Antresolą,ul. II Poprzeczna,Anin,Wawer,mazowieckie
otodom,450000,15696,28.67,1.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kawalerka-miasto-moje-zeran-bezposrednio-ID4sef3,"Kawalerka - Miasto moje, Żerań, Bezpośrednio",Żerań,Żerań,Białołęka,mazowieckie
otodom,836473,11627,71.94,4.0,,pierwotny,1,4-pokojowe mieszkanie numer A2_M01 na parterze w Inwestycji Wawer Go 2.0 Dewelopera Acatom,2025-03-23,https://www.otodom.pl/pl/oferta/wawer-go-2-0-mieszkanie-4-pok-a2-m01-ID4sKmk,Wawer Go 2.0 | mieszkanie 4-pok. | A2_M01,ul. Przylaszczkowa,Falenica,Wawer,mazowieckie
otodom,635000,21359,29.73,1.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kawalerka-zielony-ursynow-kompleks-aura-ursynow-ID4uNp0,Kawalerka Zielony Ursynów - kompleks Aura Ursynów,ul. Kurantów,Jeziorki Południowe,Ursynów,mazowieckie
otodom,579000,16576,34.93,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/postaw-na-dobry-adres-w-korzystnej-cenie-sprawdz-ID4t8xf,Postaw na dobry adres w korzystnej cenie. Sprawdź!,al. Aleja Jerzego Waszyngtona,Grochów,Praga-Południe,mazowieckie
otodom,1250000,14237,87.8,4.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dwupoziomowe-z-widokiem-przy-parku-kepa-potocka-ID4wz9f,Dwupoziomowe z widokiem przy Parku Kępa Potocka,ul. Gwiaździsta 27,Marymont-Ruda,Bielany,mazowieckie
otodom,1335000,22997,58.05,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowe-do-wejscia-w-rezydencji-arteco-2xgaraz-ID4wq2L,Gotowe Do Wejścia W Rezydencji Arteco | 2Xgaraż,ul. Jasnodworska,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,1053622,11800,89.29,4.0,0,pierwotny,1,4-pokojowe mieszkanie numer 1A na parterze w Inwestycji Białołęcka 327 Dewelopera MH Construction,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-89m2-ogrodek-bezposrednio-ID4w7B7,4-pokojowe mieszkanie 89m2 + ogródek Bezpośrednio,ul. Białołęcka,Brzeziny,Białołęka,mazowieckie
otodom,1060000,16987,62.4,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przestronne-dwupokojowe-mieszkanie-0-prowizji-ID4uJzL,"Przestronne, dwupokojowe mieszkanie 0% PROWIZJI",ul. Sarmacka,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,1300000,23636,55.0,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/apartament-3-pokoje-klimatyzacja-taras-25-mkw-ID4whZL,Apartament 3 pokoje ! Klimatyzacja ! Taras 25 mkw,ul. Juliusza Ordona 5E,Odolany,Wola,mazowieckie
otodom,679000,15383,44.14,2.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokoje-z-aneksem-nowe-budownictwo-garaz-komorka-ID4w9qH,2 pokoje z aneksem Nowe Budownictwo Garaż Komórka❗,ul. Aleksandra Prystora,Skorosze,Ursus,mazowieckie
otodom,968000,17983,53.83,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-z-ogrodkiem-blisko-metro-trocka-700-m-ID4tXdT,3 Pokoje Z Ogródkiem | Blisko Metro Trocka 700 M,ul. Samarytanka,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,679000,28374,23.93,1.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/40-000-zl-taniej-do-31-03-2025-sprawdz-ID4qYim,40 000 zł taniej do 31.03.2025. Sprawdź!,ul. Hoża,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,630000,15529,40.57,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-lewandow-park-iii-ID4uSYf,Mieszkanie 2 pokojowe Lewandow Park III,ul. Internetowa 53,Grodzisk,Białołęka,mazowieckie
otodom,880000,28947,30.4,2.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kamienica-w-trakcie-rewitalizacji-ID4wvOo,Kamienica w trakcie rewitalizacji.,ul. Waliców,Mirów,Wola,mazowieckie
otodom,985000,22907,43.0,2.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-nowe-47-m2-wlochy-apartament-klima-ID4wz98,"Mieszkanie Nowe 47 m2 Włochy, Apartament KLIMA",ul. Solipska,Stare Włochy,Włochy,mazowieckie
otodom,945000,14651,64.5,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-super-rozklad-metro-rondo-daszynskiego-ID4uSZG,"3 pokoje, super rozkład, Metro Rondo Daszyńskiego",ul. Marcina Kasprzaka,Czyste,Wola,mazowieckie
otodom,699000,13090,53.4,2.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-miejsce-garazowe-ID4wpJl,Mieszkanie 2-pokojowe. Miejsce garażowe.,ul. Górna Droga,Czechowice,Ursus,mazowieckie
otodom,895000,14094,63.5,4.0,10,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-mokotow-stegny-ID4uSeP,"3 pokoje, Mokotów, Stegny",Stegny,Stegny,Mokotów,mazowieckie
otodom,869000,13369,65.0,3.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-do-wlasnej-aranzacji-piwnica-ID4wqQO,3 Pokoje Do Własnej Aranżacji / Piwnica,ul. Wojciecha Bogusławskiego,Chomiczówka,Bielany,mazowieckie
otodom,1280000,20984,61.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-61-m-garaz-ID4wzbz,3-Pokojowe Mieszkanie na Bielanach – 61 m² + GARAŻ,ul. Wólczyńska 69b,Chomiczówka,Bielany,mazowieckie
otodom,1350000,17810,75.8,3.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-na-mokotowie-ID4wrQo,Przestronne 3-Pokojowe Mieszkanie Na Mokotowie,Służewiec,Służewiec,Mokotów,mazowieckie
otodom,699000,14412,48.5,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowa-cena-mieszkanie-ul-gorczewska-ID4rvl2,Nowa cena !!! mieszkanie ul. Górczewska,ul. Górczewska 90 A,Ulrychów,Wola,mazowieckie
otodom,607380,15900,38.2,1.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/stare-bielany-metro-wysokie-balkon-park-ID4uXQ4,Stare Bielany ! Metro ! Wysokie ! balkon ! Park !,ul. Stefana Żeromskiego 13A,Słodowiec,Bielany,mazowieckie
otodom,148670797,16146,92.08,4.0,4,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokoje-2-balkony-0-prowizji-ID4wm1e,4 Pokoje - 2 Balkony - 0 Prowizji!,Wyczółki,Wyczółki,Ursynów,mazowieckie
otodom,836473,11627,71.94,4.0,,pierwotny,1,4-pokojowe mieszkanie numer A2_M01 na parterze w Inwestycji Wawer Go 2.0 Dewelopera Acatom,2025-03-23,https://www.otodom.pl/pl/oferta/wawer-go-2-0-mieszkanie-4-pok-a2-m01-ID4sKmk,Wawer Go 2.0 | mieszkanie 4-pok. | A2_M01,ul. Przylaszczkowa,Falenica,Wawer,mazowieckie
otodom,635000,21359,29.73,1.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kawalerka-zielony-ursynow-kompleks-aura-ursynow-ID4uNp0,Kawalerka Zielony Ursynów - kompleks Aura Ursynów,ul. Kurantów,Jeziorki Południowe,Ursynów,mazowieckie
otodom,1335000,22997,58.05,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowe-do-wejscia-w-rezydencji-arteco-2xgaraz-ID4wq2L,Gotowe Do Wejścia W Rezydencji Arteco | 2Xgaraż,ul. Jasnodworska,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,1053622,11800,89.29,4.0,0,pierwotny,1,4-pokojowe mieszkanie numer 1A na parterze w Inwestycji Białołęcka 327 Dewelopera MH Construction,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-89m2-ogrodek-bezposrednio-ID4w7B7,4-pokojowe mieszkanie 89m2 + ogródek Bezpośrednio,ul. Białołęcka,Brzeziny,Białołęka,mazowieckie
otodom,1300000,23636,55.0,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/apartament-3-pokoje-klimatyzacja-taras-25-mkw-ID4whZL,Apartament 3 pokoje ! Klimatyzacja ! Taras 25 mkw,ul. Juliusza Ordona 5E,Odolany,Wola,mazowieckie
otodom,840000,14729,57.03,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-okazja-bialoleka-nowodwory-ID4whHM,Idealne Dla Rodziny | Okazja | Białołęka Nowodwory,ul. Nowodworska,Nowodwory,Białołęka,mazowieckie
otodom,832000,17204,48.36,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer AC0122 na 1. piętrze w Inwestycji Stilla Dewelopera Skanska,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4umDe,2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,ul. Fajansowa,Raków,Włochy,mazowieckie
otodom,1737590,23500,73.94,3.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-garaz-2-balkony-metro-pkp-ID4wz8E,3 pokoje | Garaż | 2 Balkony | Metro | Pkp,ul. Jana Brożka,Koło,Wola,mazowieckie
otodom,630000,15529,40.57,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-lewandow-park-iii-ID4uSYf,Mieszkanie 2 pokojowe Lewandow Park III,ul. Internetowa 53,Grodzisk,Białołęka,mazowieckie
otodom,1333000,9948,134.0,5.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-134m-bezczynszowe-super-cena-ID4wpdd,"Mieszkanie 134m, Bezczynszowe super Cena ❗",Grabów,Grabów,Ursynów,mazowieckie
otodom,1053622,11800,89.29,4.0,0,pierwotny,1,4-pokojowe mieszkanie numer 1A na parterze w Inwestycji Białołęcka 327 Dewelopera MH Construction,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/4-pokojowe-mieszkanie-89m2-ogrodek-bezposrednio-ID4w7B7,4-pokojowe mieszkanie 89m2 + ogródek Bezpośrednio,ul. Białołęcka,Brzeziny,Białołęka,mazowieckie
otodom,790000,15832,49.9,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/narozne-m3-z-oddzielna-kuchnia-20-min-od-cenrtum-ID4uQFK,Narożne m3 z oddzielną kuchnią 20 min od Cenrtum!,ul. Czerniakowska 28,Czerniaków,Mokotów,mazowieckie
otodom,145232749,16489,88.08,4.0,5,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokoje-ze-slonecznym-balkonem-0-zl-prowizji-ID4wm1h,4 Pokoje Ze Słonecznym Balkonem - 0 Zł Prowizji!,Wyczółki,Wyczółki,Ursynów,mazowieckie
otodom,1399000,23317,60.0,3.0,8,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/ciche-gotowe-piekny-widok-rezydencja-arteco-ID4wq2K,Ciche | Gotowe | Piękny Widok | Rezydencja Arteco,ul. Elbląska,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,146987458,15034,97.77,4.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/4-pokojowe-dla-rodziny-0-zl-prowizji-ID4wmcn,4 Pokojowe Dla Rodziny - 0 Zł Prowizji!,Wyczółki,Wyczółki,Ursynów,mazowieckie
otodom,2640000,19896,132.69,4.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-ogrodem-ID4uYJa,Luksusowy apartament z ogrodem,ul. Syta,Zawady,Wilanów,mazowieckie
otodom,1385000,35486,39.03,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/towarowa-towers-apartament-2-pokoje-bezposrednio-ID4khhb,"Towarowa Towers Apartament 2 pokoje, Bezpośrednio",Towarowa Towers,Czyste,Wola,mazowieckie
otodom,607380,15900,38.2,1.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/stare-bielany-metro-wysokie-balkon-park-ID4uXQ4,Stare Bielany ! Metro ! Wysokie ! balkon ! Park !,ul. Stefana Żeromskiego 13A,Słodowiec,Bielany,mazowieckie
otodom,769000,10308,74.6,4.0,,pierwotny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/pietro-69-74-60m2-poddasze-ogrody-byslawska-ID4p8qo,"piętro 69 / 74,60m2 + poddasze OGRODY BYSŁAWSKA",ul. Bysławska 40,Falenica,Wawer,mazowieckie
otodom,682945,13700,49.85,2.0,,pierwotny,1,2-pokojowe mieszkanie numer D1_M06 na parterze w Inwestycji Wawer Go 2.0 Dewelopera Acatom,2025-03-23,https://www.otodom.pl/pl/oferta/wawer-go-2-0-mieszkanie-2-pok-d1-m06-ID4sKmL,Wawer Go 2.0 | mieszkanie 2-pok. | D1_M06,ul. Przylaszczkowa,Falenica,Wawer,mazowieckie
otodom,2600000,26804,97.0,4.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/apartament-premium-w-kameralnej-inwestycji-ID4wvMN,Apartament PREMIUM w kameralnej inwestycji,ul. Bartłomieja 2,Służew,Mokotów,mazowieckie
otodom,790000,13422,58.86,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-w-odrestaurowanej-kamienicy-ID4w9EV,3 Pokoje W Odrestaurowanej Kamienicy,ul. Tumska,Nowe Włochy,Włochy,mazowieckie
otodom,1971000,24028,82.03,3.0,0,pierwotny,1,3-pokojowe mieszkanie numer F1.C.00.03 na parterze w budynku A w Inwestycji Sady Żoliborz Dewelopera Matexi Polska,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-82m2-2-ogrodki-ID4uoli,3-pokojowe mieszkanie 82m2 + 2 ogródki,ul. Anny German,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,609000,13361,45.58,2.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-nowodworach-ID4uLpB,Przytulne mieszkanie na Nowodworach!,ul. Poetów,Nowodwory,Białołęka,mazowieckie
otodom,525000,21921,23.95,1.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-kawalerka-wirtualny-spacer-ID4scMy,Gotowiec Inwestycyjny Kawalerka Wirtualny spacer,Wiktoryn,Stare Włochy,Włochy,mazowieckie
otodom,,,54.93,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer 5A_9 na 1. piętrze w budynku 5A w Inwestycji Nova Viva Garden Dewelopera Victoria Dom,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/3-pokojowe-mieszkanie-54m2-2-balkony-ID4upb2,3-pokojowe mieszkanie 54m2 + 2 balkony,ul. Pawła Włodkowica,Brzeziny,Białołęka,mazowieckie
otodom,,,91.64,3.0,0,pierwotny,1,3-pokojowe mieszkanie numer B'06.L1 na parterze w Inwestycji Rokokowa Vita Dewelopera DEVELIA,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-91m2-ogrodek-ID4uEDz,3-pokojowe mieszkanie 91m2 + ogródek,ul. Rokokowa,Huta,Bielany,mazowieckie
otodom,875000,16603,52.7,2.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokoje-duzy-taras-cisza-ID4wfNb,2 Pokoje | Duży Taras | Cisza,ul. Sarmacka,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,1995000,18472,108.0,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kamienica-z-1928-roku-3-pokoje-ul-lwowska-ID4wz8B,"Kamienica z 1928 roku, 3 pokoje, ul. Lwowska",ul. Lwowska,Śródmieście Południowe,Śródmieście,mazowieckie
otodom,400000,22857,17.5,1.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kawalerka-na-grochowie-17-5-m2-ID4wz8C,Kawalerka na Grochowie 17.5.m2,ul. Ostrobramska,Grochów,Praga-Południe,mazowieckie
otodom,1737590,23500,73.94,3.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-garaz-2-balkony-metro-pkp-ID4wz8E,3 pokoje | Garaż | 2 Balkony | Metro | Pkp,ul. Jana Brożka,Koło,Wola,mazowieckie
otodom,,,53.49,2.0,0,pierwotny,1,2-pokojowe mieszkanie numer 1-A2 na parterze w budynku A w Inwestycji Aura Mokotów I Dewelopera Mill-Yon,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-53m2-ogrodek-ID4ug2u,2-pokojowe mieszkanie 53m2 + ogródek,ul. Bluszczańska,Siekierki,Mokotów,mazowieckie
otodom,,,54.93,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer 5A_9 na 1. piętrze w budynku 5A w Inwestycji Nova Viva Garden Dewelopera Victoria Dom,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-2-balkony-ID4upb2,3-pokojowe mieszkanie 54m2 + 2 balkony,ul. Pawła Włodkowica,Brzeziny,Białołęka,mazowieckie
otodom,1341000,10007,134.0,5.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bezczynszowe-dwupoziomowe-mieszkanie-ID4wbR3,Bezczynszowe dwupoziomowe mieszkanie,Grabów,Grabów,Ursynów,mazowieckie
otodom,,,26.58,1.0,1,pierwotny,1,1-pokojowe mieszkanie numer M035 na 1. piętrze w Inwestycji Stalowa Form 43.45 Dewelopera Dantex,2025-03-23,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uSja,1-pokojowe mieszkanie 26m2 + balkon Bezpośrednio,ul. Stalowa,Nowa Praga,Praga-Północ,mazowieckie
otodom,1495000,21083,70.91,3.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/wilanow-70-91-m2-3-4-pokoje-garaz-balkon-ID4uHgO,"Wilanów, 70,91 m2, 3/4 pokoje, garaż, balkon",Błonia Wilanowskie,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,2600000,26804,97.0,4.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/apartament-premium-w-kameralnej-inwestycji-ID4wvMN,Apartament PREMIUM w kameralnej inwestycji,ul. Bartłomieja 2,Służew,Mokotów,mazowieckie
otodom,3070000,20467,150.0,6.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-z-widokiem-na-park-ID4wuwN,Mieszkanie dla rodziny z widokiem na park,ul. Obrońców Tobruku,Fort Bema,Bemowo,mazowieckie
otodom,,,43.3,2.0,1,pierwotny,1,2-pokojowe mieszkanie numer 30 na 1. piętrze w Inwestycji Sycylijska Dewelopera J. J. Investment,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-loggia-bezposrednio-ID4u9SO,2-pokojowe mieszkanie 43m2 + loggia Bezpośrednio,ul. Sycylijska,Stegny,Mokotów,mazowieckie
otodom,644042,20394,31.58,1.0,0,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/praga-studio-lokal-inw-1-pok-4-ID4pwPI,Praga Studio | lokal inw. 1-pok. | 4,ul. Zgierska 1,Grochów,Praga-Południe,mazowieckie
otodom,790000,13422,58.86,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-w-odrestaurowanej-kamienicy-ID4w9EV,3 Pokoje W Odrestaurowanej Kamienicy,ul. Tumska,Nowe Włochy,Włochy,mazowieckie
otodom,1150000,13690,84.0,4.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-4-pokoje-parking-2-auta-ID4t6fz,Dwupoziomowe mieszkanie 4 pokoje + parking 2 auta,ul. Odkryta,Nowodwory,Białołęka,mazowieckie
otodom,749000,13078,57.27,2.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-tarchominie-ID4uHUx,Piękne mieszkanie na Tarchominie!,ul. Odkryta,Nowodwory,Białołęka,mazowieckie
otodom,,,44.91,1.0,1,pierwotny,1,1-pokojowe mieszkanie numer H2 na 1. piętrze w Inwestycji 19. Dzielnica V Dewelopera Pro Urba,2025-03-23,https://www.otodom.pl/pl/oferta/19-dzielnica-v-mieszkanie-1-pok-h2-ID4uYXt,19. Dzielnica V | mieszkanie 1-pok. | H2,ul. Kolejowa,Czyste,Wola,mazowieckie
otodom,4000000,31746,126.0,4.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowy-apartament-widok-na-zielen-klimatyzac-ID4uRAI,Nowy Apartament | Widok Na Zieleń| Klimatyzac,Wyględów,Wyględów,Mokotów,mazowieckie
otodom,985000,14031,70.2,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-3-pokojowe-70-m2-2-p-ID4wcTH,"Bezpośrednio mieszkanie 3 pokojowe 70 m2, 2 p.",ul. Stefana Kopcińskiego 9,Ursynów-Centrum,Ursynów,mazowieckie
otodom,1524288,35515,42.92,2.0,2,pierwotny,1,2-pokojowe mieszkenie numer A2.99 położone na 2.piętrze w inwestycji Chmielna Duo,2025-03-23,https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-2-pok-a2-99-ID4osah,Chmielna Duo | mieszkanie 2-pok. | A2.99,ul. Chmielna,Mirów,Wola,mazowieckie
otodom,1730000,20490,84.43,4.0,4,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/praga-polnoc-4-pok-84-43-m-ID4wz7V,"Praga-Północ, 4 pok. 84,43 m",Nowa Praga,Nowa Praga,Praga-Północ,mazowieckie
otodom,609000,13361,45.58,2.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-nowodworach-ID4uLpB,Przytulne mieszkanie na Nowodworach!,ul. Poetów,Nowodwory,Białołęka,mazowieckie
otodom,1628630,19400,83.95,4.0,,pierwotny,1,4-pokojowe mieszkanie numer M43 na 3. piętrze w Inwestycji Apartamenty Pustułeczki Dewelopera Unimax,2025-03-23,https://www.otodom.pl/pl/oferta/apartamenty-pustuleczki-mieszkanie-4-pok-m43-ID4rhQ7,Apartamenty Pustułeczki | mieszkanie 4-pok. | M43,ul. Pustułeczki,Stary Imielin,Ursynów,mazowieckie
otodom,1199999,25424,47.2,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-z-balkonem-i-miejscem-garazowym-ID4u3Yb,2-pokojowe z balkonem i miejscem garażowym,al. Aleja Rzeczypospolitej,Błonia Wilanowskie,Wilanów,mazowieckie
