source,price,price_per_meter,area,rooms,floor,market_type,furnished,description,date,url,title,street,neighbourhood,district,voivodeship
otodom,799000,16273,49.1,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-wilanowie-ID4wzhH,Nowoczesne mieszkanie na Wilanowie,Bulwary Augustówka,Wilanów Niski,Wilanów,mazowieckie
otodom,,,100.21,5.0,6,pierwotny,1,5-pokojowe mieszkanie numer L1M072 na 6. piętrze w Inwestycji Osiedle Aurora Dewelopera Dantex,2025-03-23,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-100m2-balkon-ID4upFY,5-pokojowe mieszkanie 100m2 + balkon,ul. Szybka,Raków,Włochy,mazowieckie
otodom,1393000,19900,70.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/jasne-wygodne-3-pokojowe-na-ursynowie-ID4wt7M,"Jasne, wygodne 3 pokojowe na Ursynowie",Ursynów-Centrum,Ursynów-Centrum,Ursynów,mazowieckie
otodom,1395000,31604,44.14,1.0,4,pierwotny,1,1-pokojowe mieszkenie numer B1.55 położone na 4.piętrze w inwestycji Chmielna Duo,2025-03-23,https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-b1-55-ID4nYBB,Chmielna Duo | mieszkanie 1-pok. | B1.55,ul. Chmielna,Mirów,Wola,mazowieckie
otodom,1127483,14900,75.67,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/trzystronne-sloneczne-4-pok-75m2-z-duzym-balkonem-ID4wzhO,Trzystronne słoneczne 4 pok. 75m2 z dużym balkonem,Raków,Raków,Włochy,mazowieckie
otodom,790000,14630,54.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/tarchomin-3-pokojowe-mieszkanie-54m2-garaz-ID4ag8z,Tarchomin - 3 pokojowe mieszkanie 54m2 + garaż,ul. Grzymalitów,Nowodwory,Białołęka,mazowieckie
otodom,,,50.17,2.0,2,pierwotny,1,2-pokojowe mieszkanie numer RM/1A/A/2/2 na 2. piętrze w budynku 1A w Inwestycji Rytm Mokotowa Dewelopera Grupa ROBYG Warszawa,2025-03-23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-balkon-ID4ugd0,2-pokojowe mieszkanie 50m2 + balkon,ul. Antoniewska,Augustówka,Mokotów,mazowieckie
otodom,915000,19468,47.0,3.0,8,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-47mgotowe-po-remoncie3pokojebalkon-ID4wa4o,Mieszkanie 47m²⭐Gotowe Po remoncie⭐3pokoje⭐Balkon⭐,ul. Okopowa 14,Nowolipki,Wola,mazowieckie
otodom,394800,21341,18.5,1.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mala-kawalerka-blisko-wum-stan-bdb-ID4w6gf,"Mała kawalerka, blisko WUM, stan bdb",ul. Jasielska,Rakowiec,Ochota,mazowieckie
otodom,1130000,22332,50.6,2.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/2-pok-brak-pcc-loggia-kameralna-inwestycja-ciche-ID4woW5,2-Pok. Brak Pcc! Loggia!Kameralna Inwestycja!Ciche,ul. Szczęsna,Stare Włochy,Włochy,mazowieckie
otodom,1516900,22000,68.95,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-na-mokotowie-ID4uJ5w,Nowoczesny apartament na Mokotowie,ul. Jana Pawła Woronicza 33B,Wyględów,Mokotów,mazowieckie
otodom,1181692,12200,96.86,5.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/5-pokoi-96m2-z-ogrodkiem-na-granicy-wlochy-ochota-ID4w8CK,"5 pokoi 96m2 z ogródkiem, Na granicy Włochy/Ochota",Raków,Raków,Włochy,mazowieckie
otodom,875000,14975,58.43,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/inwestycyjne-3-pokoje-na-mokotowie-ID4s87E,Inwestycyjne 3 Pokoje Na Mokotowie,ul. Artura Grottgera,Sielce,Mokotów,mazowieckie
otodom,1450000,12436,116.6,5.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dwupoziomowe-5-pokoi-przy-radarowej-ID4wdFu,Dwupoziomowe 5 Pokoi Przy Radarowej,ul. Radarowa,Okęcie,Włochy,mazowieckie
otodom,3070000,20467,150.0,6.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-z-widokiem-na-park-ID4wuwN,Mieszkanie dla rodziny z widokiem na park,ul. Obrońców Tobruku,Fort Bema,Bemowo,mazowieckie
otodom,714000,14000,51.0,3.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-rozklad-bielany-ID4swWJ,3 Pokoje Rozkład Bielany,ul. Jana Kochanowskiego,Piaski,Bielany,mazowieckie
otodom,673320,15500,43.44,2.0,0,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-w-inwestycji-augustowa-residence-ID4wvTJ,Mieszkanie 2-pok w Inwestycji Augustówa Residence,ul. Kostrzyńska,Augustówka,Mokotów,mazowieckie
otodom,1150000,31250,36.8,2.0,,wtórny,1,Plan zagospodarowania przestrzennego,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-prestizowa-lokalizacja-w-warszawie-ID4uTht,*BEZPOŚREDNIO* PRESTIŻOWA LOKALIZACJA W WARSZAWIE,ul. Zgoda,Śródmieście Północne,Śródmieście,mazowieckie
otodom,970000,25254,38.41,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-na-rozanej-stary-mokotow-ID4wfpb,"BEZPOŚREDNIO,mieszkanie na Różanej, Stary Mokotów",ul. Różana,Stary Mokotów,Mokotów,mazowieckie
otodom,625000,16801,37.2,2.0,,wtórny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/topowa-lokalizacja-gotowe-do-zamieszkania-ID4wqpH,★ Topowa lokalizacja! Gotowe do zamieszkania ★,ul. Rakietników 33,Skorosze,Ursus,mazowieckie
otodom,629000,13978,45.0,2.0,4,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/park-skaryszewski-2-pokoje-ID4wgHR,"Park Skaryszewski, 2 Pokoje",ul. Grochowska,Kamionek,Praga-Południe,mazowieckie
otodom,780000,16250,48.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2pokojowe-mieszkanie-ID4tuJD,2Pokojowe mieszkanie !!,ul. Waliców,Mirów,Wola,mazowieckie
otodom,570000,18812,30.3,1.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/targowek-ul-ks-piotra-skargi-1-pok-30-3-m-gara-ID4wzfS,"Targówek ul. Ks.Piotra Skargi, 1 pok. 30,3 m, gara",ul. ks. Piotra Skargi,Zacisze,Targówek,mazowieckie
otodom,629000,13978,45.0,1.0,4,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-praga-wysokie-wnetrza-ID4thwU,Klimatyczna Kawalerka Praga Wysokie Wnętrza,ul. Grochowska,Kamionek,Praga-Południe,mazowieckie
otodom,1344136,14800,90.82,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/narozne-4-pokojowe-mieszkanie-z-duzym-balkonem-ID4wzfL,Narożne 4 pokojowe mieszkanie z dużym balkonem!,Chrzanów,Chrzanów,Bemowo,mazowieckie
otodom,699000,21508,32.5,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/okazjarezydencja-grodkowskawola-park-metro-ID4w9NU,‼️OKAZJA‼️Rezydencja GRODKOWSKA*Wola/Park-METRO ‼️,ul. Grodkowska,Górce,Bemowo,mazowieckie
otodom,680000,14167,48.0,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-ID4wvI2,3 pokojowe mieszkanie na Bielanach,ul. Wrzeciono,Wrzeciono,Bielany,mazowieckie
otodom,1100000,16176,68.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-po-remoncie-ID4wzfo,3 pokojowe po remoncie,Białołęka Dworska,Białołęka Dworska,Białołęka,mazowieckie
otodom,889707,13650,65.18,3.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-w-apartamenty-nowy-marysin-v-ID4wxAf,Mieszkanie 3-pok w Apartamenty Nowy Marysin V,ul. Goździków 11,Marysin Wawerski,Wawer,mazowieckie
otodom,74145630,15990,46.37,2.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-w-apartamenty-nowy-marysin-vii-ID4wx1t,Mieszkanie 2-pok w Apartamenty Nowy Marysin VII,ul. Bluszczowa,Marysin Wawerski,Wawer,mazowieckie
otodom,420915,16500,25.51,1.0,0,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-na-marysinie-wawerskim-ID4wx2f,Mieszkanie 1-pokojowe na Marysinie Wawerskim,ul. Bluszczowa,Marysin Wawerski,Wawer,mazowieckie
otodom,1395000,31604,44.14,1.0,4,pierwotny,1,1-pokojowe mieszkenie numer B1.55 położone na 4.piętrze w inwestycji Chmielna Duo,2025-03-23,https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-b1-55-ID4nYBB,Chmielna Duo | mieszkanie 1-pok. | B1.55,ul. Chmielna,Mirów,Wola,mazowieckie
otodom,999999,11565,86.47,4.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/inwestycyjne-dwupoziomowe-4-pokoje-we-wlochach-ID4tcSJ,Inwestycyjne Dwupoziomowe 4 Pokoje We Włochach,ul. ks. Juliana Chrościckiego,Nowe Włochy,Włochy,mazowieckie
otodom,1355000,14951,90.63,4.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-dla-rodziny-2-miejsca-ID4w1xk,Nowe mieszkanie dla rodziny. 2 miejsca.,ul. Żupnicza,Kamionek,Praga-Południe,mazowieckie
otodom,1032500,12801,80.66,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/80m2-ogrod-wawa-wawer-goclaw-0czynsz-panel-fot-dfg-ID4wrAu,80m2+ogród WAWA WAWER Gocław 0czynsz panel fot DFG,ul. Sęczkowa,Las,Wawer,mazowieckie
otodom,915000,19468,47.0,3.0,8,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-47mgotowe-po-remoncie3pokojebalkon-ID4wa4o,Mieszkanie 47m²⭐Gotowe Po remoncie⭐3pokoje⭐Balkon⭐,ul. Okopowa 14,Nowolipki,Wola,mazowieckie
otodom,810000,14545,55.69,3.0,6,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowe-ladne-3pok-mieszkanie-55-69m-z-balkonem-ID4tSSL,"GOTOWE Ładne 3pok. mieszkanie 55,69m z balkonem",ul. Jutrzenki 106,Salomea,Włochy,mazowieckie
otodom,915000,19468,47.0,3.0,8,wtórny,1,,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/mieszkanie-47mgotowe-po-remoncie3pokojebalkon-ID4wa4o,Mieszkanie 47m²⭐Gotowe Po remoncie⭐3pokoje⭐Balkon⭐,ul. Okopowa 14,Nowolipki,Wola,mazowieckie
otodom,394800,21341,18.5,1.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mala-kawalerka-blisko-wum-stan-bdb-ID4w6gf,"Mała kawalerka, blisko WUM, stan bdb",ul. Jasielska,Rakowiec,Ochota,mazowieckie
otodom,798000,21568,37.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-przy-metro-wierzbno-ID4wzfx,Nowoczesne mieszkanie przy metro Wierzbno,al. Aleja Niepodległości 73,Wierzbno,Mokotów,mazowieckie
otodom,525000,15441,34.0,1.0,,wtórny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-zoliborz-warszawa-ID4wofu,"Mieszkanie na sprzedaż, Żoliborz, Warszawa",ul. ks. Jerzego Popiełuszki,Śródmieście Północne,Śródmieście,mazowieckie
otodom,899000,13856,64.88,2.0,3,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-w-kamienicy-ID4s87D,Mieszkanie Z Potencjałem W Kamienicy,ul. Częstochowska,Stara Ochota,Ochota,mazowieckie
otodom,1516900,22000,68.95,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-na-mokotowie-ID4uJ5w,Nowoczesny apartament na Mokotowie,ul. Jana Pawła Woronicza 33B,Wyględów,Mokotów,mazowieckie
otodom,1049000,21452,48.9,2.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/targowek-dwa-pokoje-metro-ID4wzfb,Targówek. Dwa pokoje. Metro.,ul. Witebska,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,1450000,12436,116.6,5.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dwupoziomowe-5-pokoi-przy-radarowej-ID4wdFu,Dwupoziomowe 5 Pokoi Przy Radarowej,ul. Radarowa,Okęcie,Włochy,mazowieckie
otodom,1150000,31250,36.8,2.0,,wtórny,1,Plan zagospodarowania przestrzennego,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-prestizowa-lokalizacja-w-warszawie-ID4uTht,*BEZPOŚREDNIO* PRESTIŻOWA LOKALIZACJA W WARSZAWIE,ul. Zgoda,Śródmieście Północne,Śródmieście,mazowieckie
otodom,970000,25254,38.41,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-na-rozanej-stary-mokotow-ID4wfpb,"BEZPOŚREDNIO,mieszkanie na Różanej, Stary Mokotów",ul. Różana,Stary Mokotów,Mokotów,mazowieckie
otodom,519000,15175,34.2,2.0,,wtórny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-z-balkonem-autobus-3-min-ID4wqfG,★ Słoneczne 2-pokoje z balkonem ★ Autobus 3 min,ul. Kolorowa 3,Skorosze,Ursus,mazowieckie
otodom,450000,19565,23.0,1.0,,wtórny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/kawalerka-praga-polnoc-ul-szymanowskiego-23m-ID4wz06,Kawalerka Praga Północ ul. Szymanowskiego 23m,ul. Karola Szymanowskiego,Nowa Praga,Praga-Północ,mazowieckie
otodom,1229000,19084,64.4,3.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/trzypokoje-dwa-balkony-ul-syta-ID4wzfa,"Trzypokoje, dwa balkony, ul. Syta.",ul. Syta,Zawady,Wilanów,mazowieckie
otodom,,,59.06,3.0,2,pierwotny,1,3-pokojowe mieszkanie numer F1.C.02.10 na 2. piętrze w Inwestycji Splot Wola Dewelopera Matexi Polska,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4uoor,3-pokojowe mieszkanie 59m2 + balkon Bezpośrednio,ul. Goleszowska,Odolany,Wola,mazowieckie
otodom,1200000,19355,62.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/2pokoje-przestronne-stary-mokotow-ciche-sloneczne-ID4wzf4,2pokoje przestronne Stary Mokotów ciche słoneczne,ul. Michała Bałuckiego,Stary Mokotów,Mokotów,mazowieckie
otodom,1850000,19453,95.1,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kepa-potocka-trzy-pokoje-duzy-taras-ID4wzf1,Kępa Potocka. Trzy pokoje. Duży taras.,Marymont-Potok,Marymont-Potok,Żoliborz,mazowieckie
otodom,,,65.88,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer C55 na 1. piętrze w Inwestycji Apartamenty Oszmiańska II Dewelopera Home Invest,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4um6o,3-pokojowe mieszkanie 65m2 + balkon,ul. Oszmiańska,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,535000,17258,31.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bezposrednio-31m2-srodmiescie-1-2-pokoje-ID4wqvJ,Bezpośrednio 31m2 Śródmieście 1/2 pokoje,Śródmieście Północne,Śródmieście Północne,Śródmieście,mazowieckie
otodom,629000,13978,45.0,2.0,4,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/park-skaryszewski-2-pokoje-ID4wgHR,"Park Skaryszewski, 2 Pokoje",ul. Grochowska,Kamionek,Praga-Południe,mazowieckie
otodom,650000,12297,52.86,3.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dzis-dzien-otwarty-wymagana-rezerwacja-terminow-ID4wpJk,DZIŚ DZIEŃ OTWARTY. WYMAGANA REZERWACJA TERMINÓW,Niedźwiadek,Niedźwiadek,Ursus,mazowieckie
otodom,757268,14410,52.55,3.0,3,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowe-kompaktowe-blisko-km-nowoczesne-osiedle-ID4wzfc,"Gotowe, Kompaktowe, Blisko Km. Nowoczesne Osiedle",Szamoty,Szamoty,Ursus,mazowieckie
otodom,762000,20992,36.3,2.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bielany-dwa-pokoje-balkon-metro-ID4wzf3,Bielany. Dwa pokoje. Balkon. Metro.,ul. Tomasza Nocznickiego,Wawrzyszew,Bielany,mazowieckie
otodom,1599000,26034,61.42,3.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/zoliborz-3-pokoje-z-balkonem-w-inw-skanska-ID4wzf8,Żoliborz. 3 pokoje z balkonem w inw. Skanska.,ul. Rudzka,Marymont-Kaskada,Bielany,mazowieckie
otodom,629000,13978,45.0,1.0,4,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-praga-wysokie-wnetrza-ID4thwU,Klimatyczna Kawalerka Praga Wysokie Wnętrza,ul. Grochowska,Kamionek,Praga-Południe,mazowieckie
otodom,839000,20414,41.1,1.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/wilanow-kawalerka-ogrodek-ID4wzf7,Wilanów. Kawalerka. Ogródek.,ul. Sarmacka,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,510000,16688,30.56,1.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/zoliborz-kawalerka-antresola-2-9-m-wys-ID4wzf9,"Żoliborz,kawalerka, antresola , 2,9 M wys.",ul. Marii Kazimiery,Marymont-Potok,Żoliborz,mazowieckie
otodom,680000,14167,48.0,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-ID4wvI2,3 pokojowe mieszkanie na Bielanach,ul. Wrzeciono,Wrzeciono,Bielany,mazowieckie
otodom,1100000,16176,68.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-po-remoncie-ID4wzfo,3 pokojowe po remoncie,Białołęka Dworska,Białołęka Dworska,Białołęka,mazowieckie
otodom,889707,13650,65.18,3.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-w-apartamenty-nowy-marysin-v-ID4wxAf,Mieszkanie 3-pok w Apartamenty Nowy Marysin V,ul. Goździków 11,Marysin Wawerski,Wawer,mazowieckie
otodom,74145630,15990,46.37,2.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-w-apartamenty-nowy-marysin-vii-ID4wx1t,Mieszkanie 2-pok w Apartamenty Nowy Marysin VII,ul. Bluszczowa,Marysin Wawerski,Wawer,mazowieckie
otodom,420915,16500,25.51,1.0,0,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-na-marysinie-wawerskim-ID4wx2f,Mieszkanie 1-pokojowe na Marysinie Wawerskim,ul. Bluszczowa,Marysin Wawerski,Wawer,mazowieckie
otodom,1032500,12801,80.66,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/80m2-ogrod-wawa-wawer-goclaw-0czynsz-panel-fot-dfg-ID4wrAu,80m2+ogród WAWA WAWER Gocław 0czynsz panel fot DFG,ul. Sęczkowa,Las,Wawer,mazowieckie
otodom,647573,16890,38.34,2.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/najatrakcyjniejsze-2-pok-lofty-w-fabrica-ursus-ID4wzeS,Najatrakcyjniejsze 2 pok. LOFTY w FABRICA URSUS,Fabrica Ursus,Szamoty,Ursus,mazowieckie
otodom,699000,13090,53.4,2.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-miejsce-garazowe-ID4wpJl,Mieszkanie 2-pokojowe. Miejsce garażowe.,ul. Górna Droga,Czechowice,Ursus,mazowieckie
otodom,1355000,14951,90.63,4.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-dla-rodziny-2-miejsca-ID4w1xk,Nowe mieszkanie dla rodziny. 2 miejsca.,ul. Żupnicza,Kamionek,Praga-Południe,mazowieckie
otodom,1032500,12801,80.66,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/80m2-ogrod-wawa-wawer-goclaw-0czynsz-panel-fot-dfg-ID4wrAu,80m2+ogród WAWA WAWER Gocław 0czynsz panel fot DFG,ul. Sęczkowa,Las,Wawer,mazowieckie
otodom,899000,19806,45.39,2.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/srodmiescie-dwa-pokoje-po-remoncie-metro-ID4wzf5,Śródmieście. Dwa pokoje. Po remoncie. Metro.,ul. Elektoralna,Śródmieście Północne,Śródmieście,mazowieckie
otodom,810000,14545,55.69,3.0,6,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/gotowe-ladne-3pok-mieszkanie-55-69m-z-balkonem-ID4tSSL,"GOTOWE Ładne 3pok. mieszkanie 55,69m z balkonem",ul. Jutrzenki 106,Salomea,Włochy,mazowieckie
otodom,798000,21568,37.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-przy-metro-wierzbno-ID4wzfx,Nowoczesne mieszkanie przy metro Wierzbno,al. Aleja Niepodległości 73,Wierzbno,Mokotów,mazowieckie
otodom,955999,17382,55.0,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/goclaw-bora-komorowskiego-taras20m-garaz-nowoczesn-ID4w3EX,"Gocław,Bora Komorowskiego,taras20m,garaż,nowoczesn",ul. gen. Tadeusza Bora-Komorowskiego,Gocław,Praga-Południe,mazowieckie
otodom,960000,15014,63.94,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-ursus-skorosze-garaz-ID4qycO,3 pokojowe mieszkanie Ursus - Skorosze +Garaż,Skorosze,Skorosze,Ursus,mazowieckie
otodom,985000,20789,47.38,2.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/przytulne-sloneczne-z-duzym-schowkiem-i-garazem-ID4wmjX,"Przytulne, słoneczne, z dużym schowkiem i garażem",ul. Aleksandra Gieysztora,Błonia Wilanowskie,Wilanów,mazowieckie
otodom,1850000,19453,95.1,3.0,1,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/kepa-potocka-trzy-pokoje-duzy-taras-ID4wzf1,Kępa Potocka. Trzy pokoje. Duży taras.,Marymont-Potok,Marymont-Potok,Żoliborz,mazowieckie
otodom,720000,13473,53.44,3.0,9,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokoje-i-bielany-i-piekny-widok-ID4wpq1,3 Pokoje I Bielany I Piękny Widok,ul. Gwiaździsta,Marymont-Ruda,Bielany,mazowieckie
otodom,,,65.88,3.0,1,pierwotny,1,3-pokojowe mieszkanie numer C55 na 1. piętrze w Inwestycji Apartamenty Oszmiańska II Dewelopera Home Invest,2025-03-23,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4um6o,3-pokojowe mieszkanie 65m2 + balkon,ul. Oszmiańska,Targówek Mieszkaniowy,Targówek,mazowieckie
otodom,1499000,23422,64.0,3.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/nowoczesne-i-funkcjonalne-wspanialy-ogrod-ID4whVG,Nowoczesne i funkcjonalne | Wspaniały ogród,Sady Żoliborskie,Sady Żoliborskie,Żoliborz,mazowieckie
otodom,733000,15596,47.0,3.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/ciche-i-rozkladowe-3-pokoje-bielany-ID4wkkX,Ciche I Rozkładowe | 3 Pokoje | Bielany,ul. Antoniego Magiera,Słodowiec,Bielany,mazowieckie
otodom,650000,12297,52.86,3.0,1,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/dzis-dzien-otwarty-wymagana-rezerwacja-terminow-ID4wpJk,DZIŚ DZIEŃ OTWARTY. WYMAGANA REZERWACJA TERMINÓW,Niedźwiadek,Niedźwiadek,Ursus,mazowieckie
otodom,2250000,15000,150.0,4.0,,wtórny,1,,2025-03-22,https://www.otodom.pl/pl/oferta/apartament-150m-centrum-bezposrednio-ID4t0kV,"Apartament 150m² Centrum, bezpośrednio",ul. Łucka 18,Mirów,Wola,mazowieckie
otodom,762000,20992,36.3,2.0,6,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/bielany-dwa-pokoje-balkon-metro-ID4wzf3,Bielany. Dwa pokoje. Balkon. Metro.,ul. Tomasza Nocznickiego,Wawrzyszew,Bielany,mazowieckie
otodom,965000,12624,76.44,4.0,,pierwotny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-76m2-z-duzym-ogrodem-ID4uTlm,Mieszkanie 76m2 z dużym ogrodem,Międzylesie,Międzylesie,Wawer,mazowieckie
otodom,2990000,24772,120.7,4.0,> 10,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/unikatowy-penthouse-z-tarasami-na-mokotowie-ID4w4B0,Unikatowy Penthouse z Tarasami na Mokotowie!,ul. Jana Pawła Woronicza,Wierzbno,Mokotów,mazowieckie
otodom,869700,16106,54.0,3.0,,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-z-tarasem-bez-prowizji-ID4ubul,Mieszkanie 3 pokoje. Z tarasem. Bez Prowizji.,ul. Bruzdowa,Zawady,Wilanów,mazowieckie
otodom,2350000,26316,89.3,3.0,2,wtórny,1,,2025-03-23,https://www.otodom.pl/pl/oferta/widne-3-pokoje-na-rynku-starego-miasta-ID4woQi,Widne 3 Pokoje Na Rynku Starego Miasta,rynek Rynek Starego Miasta,Stare Miasto,Śródmieście,mazowieckie
otodom,899000,19806,45.39,2.0,0,wtórny,1,,2025-03-23,https://www.otodom.pl/hpr/pl/oferta/srodmiescie-dwa-pokoje-po-remoncie-metro-ID4wzf5,Śródmieście. Dwa pokoje. Po remoncie. Metro.,ul. Elektoralna,Śródmieście Północne,Śródmieście,mazowieckie
