price;price_per_meter;area;rooms;floor;furnished;year_built;rent;elevator;building_max_floor;is_above_10_floor;balcony;garage;is_luxury;rooms_per_area;district_heating;full_ownership;primary_market;district_freq;finish_status_to_completion;finish_status_to_renovation;building_type_block;building_type_other;building_type_tenement
944000.0;0.2874888606197915;-0.3769070192479685;-0.5891746145233213;-1.1451163486480984;1;-0.4054393610848141;-0.059545489783864355;0;-0.49930385317495096;0;0.0;0.0;0;0.041666666666666664;1;1;0;0.08761358201817313;0;0;0;0;1
799000.0;-1.316833203163568;0.19947272879388675;1.4685573363172746;0.016104934098348584;0;-0.19899665026066346;-0.612547090350627;0;0.8673059775185641;0;0.0;0.0;0;0.06153846153846154;1;0;0;0.032233381157340986;0;1;1;0;0
1993000.0;2.3201812305729357;-0.41488027323660825;-0.5891746145233213;0.7902524559293133;0;0.2728724030516809;-0.059545489783864355;0;0.4117693672873924;0;1.0;1.0;1;0.04266211604095563;0;1;1;0.1100908656145385;1;0;0;1;0
1333000.0;-1.325773899681737;2.5388964120225936;2.4974233117375726;-0.758042587732616;0;0.17456635027827586;-0.059545489783864355;0;-0.9548404634061226;0;1.0;0.0;0;0.03731343283582089;0;1;0;0.04954567192730751;0;0;1;0;0
1301000.0;1.134353375102316;-0.13211514978548647;0.4396913608969766;0.7902524559293133;0;0.2728724030516809;-0.059545489783864355;0;-0.04376724294377929;0;1.0;1.0;0;0.05432814197754437;0;1;1;0.1100908656145385;1;0;0;1;0
891000.0;-0.5902656515654092;-0.07176479969639807;0.4396913608969766;-1.1451163486480984;1;-0.16950483442864192;1.1693469559200527;0;2.0061475030964933;0;1.0;0.0;0;0.05263157894736842;1;0;0;0.08933524629363941;0;0;1;0;0
1280000.0;0.696890097777796;0.009606458850687333;0.4396913608969766;-1.1451163486480984;0;-0.5922208613542838;-0.059545489783864355;0;-0.9548404634061226;0;1.0;0.0;0;0.050505050505050504;0;1;0;0.02659014825442372;0;0;0;0;1
999999.0;-1.325773899681737;0.9274064458796886;1.4685573363172746;0.016104934098348584;0;0.10575211333689229;1.1693469559200527;0;-0.7270721582905368;0;1.0;1.0;0;0.046258818087197874;1;1;0;0.04543280726924916;0;1;1;0;0
670254.0;-0.314431024192216;-0.6596721426990905;-0.5891746145233213;0.4031786950138309;0;0.2630417977743404;-0.059545489783864355;0;1.09507428263415;0;1.0;0.0;0;0.05042864346949068;0;1;1;0.032233381157340986;1;0;0;1;0
1127000.0;-0.513258192503808;0.38594852963095755;0.4396913608969766;-1.1451163486480984;0;0.04676848167284924;1.1693469559200527;0;-0.49930385317495096;0;1.0;1.0;0;0.0425531914893617;1;1;0;0.04543280726924916;0;0;0;0;0
1279000.0;0.5702846142358413;0.06385396454874434;0.4396913608969766;0.7902524559293133;0;0.04676848167284924;0.7085122887810837;0;0.4117693672873924;0;1.0;1.0;0;0.04918032786885246;0;1;0;0.04954567192730751;0;0;0;0;0
799000.0;-0.7475435976149507;-0.18737979621538184;0.4396913608969766;2.7256212605067245;0;-0.08102938693257736;0.8467626889227745;1;0.8673059775185641;0;1.0;0.0;0;0.05598059339428998;1;1;0;0.08933524629363941;0;0;1;0;0
725000.0;0.2763945656702388;-0.7512148085645615;-0.5891746145233213;0.4031786950138309;0;-0.41526996636215463;-0.3667686012098436;0;0.18400106217180656;0;0.0;0.0;0;0.05411255411255411;1;1;0;0.1100908656145385;0;0;0;0;1
730038.4;-1.325773899681737;0.06521015219119573;0.4396913608969766;-1.1451163486480984;0;0.2630417977743404;-2.2101072697657194;0;-1.1826087685217084;0;1.0;0.0;0;0.0491480996068152;0;1;1;0.11343854615016738;1;0;0;1;0
615000.0;-0.8054079595086964;-0.5803351656156821;-0.5891746145233213;-0.3709688268171337;1;-0.2579802819247065;0.18623299935691906;0;0.8673059775185641;0;0.0;0.0;0;0.047619047619047616;1;1;0;0.029363940698230513;0;1;1;0;0
750000.0;1.49328644699961;-0.9956676311164308;-1.6180405899436192;-0.3709688268171337;0;0.2728724030516809;-0.059545489783864355;0;-0.04376724294377929;0;1.0;1.0;0;0.03361344537815126;0;1;1;0.1100908656145385;1;0;0;1;0
1245000.0;-0.09624322351767912;0.3534000262121236;0.4396913608969766;1.5643999777602777;0;0.2630417977743404;-0.059545489783864355;0;0.18400106217180656;0;1.0;1.0;0;0.04314063848144952;0;1;1;0.08933524629363941;1;0;0;1;0
970300.0;-0.4904169970194347;0.04012068080584433;0.4396913608969766;0.016104934098348584;0;0.2728724030516809;-0.059545489783864355;0;0.18400106217180656;0;1.0;1.0;0;0.04975124378109453;0;1;1;0.04543280726924916;1;0;0;1;0
2480987.9999999967;2.3201812305729357;3.642155059156827;3.5262892871578706;-0.758042587732616;0;-0.49391480858087866;-2.2101072697657194;0;-0.9548404634061226;0;1.0;0.0;1;0.03602738080941516;0;1;0;0.08933524629363941;0;0;0;0;1
503659.60000000003;-0.0851489285681264;-1.2055376687857888;-1.6180405899436192;0.016104934098348584;0;-0.43493117691683564;-0.9812148240618022;1;-0.27153554805936514;0;0.0;0.0;0;0.04244482173174873;0;1;0;0.032233381157340986;0;1;0;1;0
575900.0;-0.510865305357826;-0.7837633119833957;-0.5891746145233213;0.016104934098348584;0;-0.4251005716394951;-2.2101072697657194;0;-0.49930385317495096;0;0.0;0.0;0;0.05555555555555555;0;1;0;0.032233381157340986;0;0;0;1;0
